decisions,raw_accuracy,gated_accuracy,raw_aurc,gated_aurc,raw_argmax_infeasible_rate,truth_infeasible_rate,mean_permitted_size,unigram_fallback_rate,empty_feasible_rate,raw_accuracy_on_deviating,gated_accuracy_on_deviating,raw_accuracy_on_conforming,gated_accuracy_on_conforming,raw_coverage@0.01,gated_coverage@0.01,raw_coverage@0.02,gated_coverage@0.02,raw_coverage@0.05,gated_coverage@0.05,raw_coverage@0.1,gated_coverage@0.1,train_cases,test_cases,alphabet,municipality,train_fraction
16203.0,0.3719064370795532,0.3140159229772264,0.38412864155135795,0.5394400044150922,0.34468925507622045,0.4609640190088255,97.98617539961735,0.13701166450657284,0.0,0.14700763154371402,0.0,0.5642317380352645,0.5825509503091367,0.000246867863975807,6.171696599395174e-05,0.000246867863975807,6.171696599395174e-05,0.0013577732518669382,6.171696599395174e-05,0.019749429118064557,6.171696599395174e-05,83.0,360.0,244.0,1.0,0.1
