regime,entity_type,seed,floor_fraction,min_weight,factors,test_auc,untuned_auc,hhi,largest_share,untuned_hhi,converged
adversarial,SECTOR,53,0.4,0.08000000000000002,5,0.8097538711580636,0.7839248143736572,0.48758161853495485,0.6796511746271099,0.22380000000000003,True
adversarial,SECTOR,53,0.6,0.12,5,0.8045051262927052,0.7839248143736572,0.32797099404695657,0.5199637394950292,0.22380000000000003,True
adversarial,SECTOR,53,0.8,0.16000000000000003,5,0.790551146040899,0.7839248143736572,0.2319998031066269,0.35999950776537276,0.22380000000000003,True
adversarial,SECTOR,53,0.95,0.19,5,0.7839248143736572,0.7839248143736572,0.22380000000000003,0.28,0.22380000000000003,True
adversarial,PROJECT,11,0.0,0.0,4,0.8119658119658121,0.8104068613622754,0.30097882702149076,0.35648165678007393,0.255,True
adversarial,PROJECT,11,0.1,0.025,4,0.8120548948574426,0.8104068613622754,0.2993574506612873,0.35144602330929714,0.255,True
adversarial,PROJECT,11,0.25,0.0625,4,0.8110700339999704,0.8104068613622754,0.29994326126711535,0.3590394464461276,0.255,True
adversarial,PROJECT,11,0.4,0.1,4,0.8110502378018302,0.8104068613622754,0.2836387444393829,0.34278326126406555,0.255,True
adversarial,PROJECT,11,0.6,0.15,4,0.8107334986315878,0.8104068613622754,0.26591302511499315,0.3091638134147404,0.255,True
adversarial,PROJECT,11,0.8,0.2,4,0.8104068613622754,0.8104068613622754,0.255,0.3,0.255,True
adversarial,PROJECT,11,0.95,0.2375,4,0.8104068613622754,0.8104068613622754,0.255,0.3,0.255,True
adversarial,PROJECT,23,0.0,0.0,4,0.8062275674710979,0.8042148367011045,0.26817497757517694,0.3170387869025052,0.255,True
adversarial,PROJECT,23,0.1,0.025,4,0.8061333756370342,0.8042148367011045,0.26786447960364873,0.31476392332009157,0.255,True
adversarial,PROJECT,23,0.25,0.0625,4,0.8059152471792026,0.8042148367011045,0.266443573217411,0.3126331831186967,0.255,True
adversarial,PROJECT,23,0.4,0.1,4,0.8060391838029705,0.8042148367011045,0.2680190836524889,0.31233100386655355,0.255,True
adversarial,PROJECT,23,0.6,0.15,4,0.8059648218287097,0.8042148367011045,0.26415699799887876,0.31242970760472344,0.255,True
adversarial,PROJECT,23,0.8,0.2,4,0.8035554938626585,0.8042148367011045,0.257223423914809,0.3039521810930666,0.255,True
adversarial,PROJECT,23,0.95,0.2375,4,0.8042148367011045,0.8042148367011045,0.255,0.3,0.255,True
adversarial,PROJECT,37,0.0,0.0,4,0.8184289074700034,0.8095831109529739,0.2951685526420115,0.35691625689326645,0.255,True
adversarial,PROJECT,37,0.1,0.025,4,0.8186068117574966,0.8095831109529739,0.2982338652672519,0.36217434096183504,0.255,True
adversarial,PROJECT,37,0.25,0.0625,4,0.8182559449682738,0.8095831109529739,0.2882782877667725,0.3471423332837513,0.255,True
adversarial,PROJECT,37,0.4,0.1,4,0.8174751428176086,0.8095831109529739,0.28269800709819515,0.3417682448859045,0.255,True
adversarial,PROJECT,37,0.6,0.15,4,0.813931882425033,0.8095831109529739,0.26700090716357033,0.3337516429551161,0.255,True
adversarial,PROJECT,37,0.8,0.2,4,0.8086392298721066,0.8095831109529739,0.26343617526712515,0.34442085442712667,0.255,True
adversarial,PROJECT,37,0.95,0.2375,4,0.8095831109529739,0.8095831109529739,0.255,0.3,0.255,True
adversarial,PROJECT,41,0.0,0.0,4,0.8109172206394428,0.8067624248179803,0.28463172457411945,0.3145598257253582,0.255,True
adversarial,PROJECT,41,0.1,0.025,4,0.8109419515669516,0.8067624248179803,0.2837788558406241,0.3157557985542189,0.255,True
adversarial,PROJECT,41,0.25,0.0625,4,0.81105076764799,0.8067624248179803,0.28578865728579406,0.31709614673039815,0.255,True
adversarial,PROJECT,41,0.4,0.1,4,0.8105413105413106,0.8067624248179803,0.2784565589909802,0.3074381434158051,0.255,True
adversarial,PROJECT,41,0.6,0.15,4,0.8090129392212726,0.8067624248179803,0.2630008017656953,0.2968177219660484,0.255,True
adversarial,PROJECT,41,0.8,0.2,4,0.8063518914213359,0.8067624248179803,0.25497903607921246,0.2934153448044937,0.255,True
adversarial,PROJECT,41,0.95,0.2375,4,0.8067624248179803,0.8067624248179803,0.255,0.3,0.255,True
adversarial,PROJECT,53,0.0,0.0,4,0.8295268643954709,0.8272830164433528,0.2999145853273731,0.35214234382394827,0.255,True
adversarial,PROJECT,53,0.1,0.025,4,0.829319283747918,0.8272830164433528,0.3056972472709831,0.3500639073915227,0.255,True
adversarial,PROJECT,53,0.25,0.0625,4,0.8296010003410254,0.8272830164433528,0.2921992281094092,0.34584960743136867,0.255,True
adversarial,PROJECT,53,0.4,0.1,4,0.8294576708462866,0.8272830164433528,0.2806861031481253,0.32233101045214674,0.255,True
adversarial,PROJECT,53,0.6,0.15,4,0.8287410233725925,0.8272830164433528,0.2633581094151341,0.29170454284837416,0.255,True
adversarial,PROJECT,53,0.8,0.2,4,0.8268727975446174,0.8272830164433528,0.25647493608588456,0.30077293079897394,0.255,True
adversarial,PROJECT,53,0.95,0.2375,4,0.8272830164433528,0.8272830164433528,0.255,0.3,0.255,True
adversarial,CONTRACTOR,11,0.0,0.0,4,0.8152441166139797,0.7731237560004683,0.9531260955028675,0.976170251031203,0.30000000000000016,True
adversarial,CONTRACTOR,11,0.1,0.025,4,0.8166198337431214,0.7731237560004683,0.284726691068215,0.3597757291580271,0.30000000000000016,True
adversarial,CONTRACTOR,11,0.25,0.0625,4,0.8164734808570425,0.7731237560004683,0.28740653552044926,0.3536986746168366,0.30000000000000016,True
adversarial,CONTRACTOR,11,0.4,0.1,4,0.8163929867696991,0.7731237560004683,0.27752824902483747,0.33495561819686354,0.30000000000000016,True
adversarial,CONTRACTOR,11,0.6,0.15,4,0.8158514810912071,0.7731237560004683,0.2674906895233969,0.33692960747819056,0.30000000000000016,True
adversarial,CONTRACTOR,11,0.8,0.2,4,0.8129756468797564,0.7731237560004683,0.2536443313060653,0.2799716621688878,0.30000000000000016,True
adversarial,CONTRACTOR,11,0.95,0.2375,4,0.8110876946493385,0.7731237560004683,0.2512325254935485,0.2803039420868723,0.30000000000000016,True
adversarial,CONTRACTOR,23,0.0,0.0,4,0.794674483049553,0.7587952490744715,0.45048161328974706,0.6309547346346964,0.30000000000000016,True
adversarial,CONTRACTOR,23,0.1,0.025,4,0.794783582686615,0.7587952490744715,0.31823286068475515,0.44846102041554353,0.30000000000000016,True
adversarial,CONTRACTOR,23,0.25,0.0625,4,0.7944999236302541,0.7587952490744715,0.4514031459482363,0.6335090719432979,0.30000000000000016,True
adversarial,CONTRACTOR,23,0.4,0.1,4,0.7953945406541614,0.7587952490744715,0.2765094974067032,0.3301273722856499,0.30000000000000016,True
adversarial,CONTRACTOR,23,0.6,0.15,4,0.7944417371571545,0.7587952490744715,0.2676744241411556,0.3268926752203557,0.30000000000000016,True
adversarial,CONTRACTOR,23,0.8,0.2,4,0.7929943486388003,0.7587952490744715,0.2604688264874821,0.319116972501359,0.30000000000000016,True
adversarial,CONTRACTOR,23,0.95,0.2375,4,0.7904268705132774,0.7587952490744715,0.25076412663985087,0.27107528800334296,0.30000000000000016,True
adversarial,CONTRACTOR,37,0.0,0.0,4,0.7827244361367092,0.7508091556415422,0.6981560170766177,0.8286062047541236,0.30000000000000016,True
adversarial,CONTRACTOR,37,0.1,0.025,4,0.7831026482118569,0.7508091556415422,0.5730597809693795,0.738721923056655,0.30000000000000016,True
adversarial,CONTRACTOR,37,0.25,0.0625,4,0.7834444937413174,0.7508091556415422,0.2888864817254265,0.3719822915869394,0.30000000000000016,True
adversarial,CONTRACTOR,37,0.4,0.1,4,0.7829790019565201,0.7508091556415422,0.2941961124195322,0.35876511266136246,0.30000000000000016,True
adversarial,CONTRACTOR,37,0.6,0.15,4,0.7819461920590011,0.7508091556415422,0.2804503678134743,0.35828191791589337,0.30000000000000016,True
adversarial,CONTRACTOR,37,0.8,0.2,4,0.7788186691298942,0.7508091556415422,0.26284905588355856,0.3378893653640256,0.30000000000000016,True
adversarial,CONTRACTOR,37,0.95,0.2375,4,0.7713780738822742,0.7508091556415422,0.25153407422708335,0.28385500374624945,0.30000000000000016,True
adversarial,CONTRACTOR,41,0.0,0.0,4,0.8155573025856045,0.7835065804798508,0.9935237882255853,0.9967543694462327,0.30000000000000016,True
adversarial,CONTRACTOR,41,0.1,0.025,4,0.8153898788725833,0.7835065804798508,0.4545989937239715,0.6318554526136514,0.30000000000000016,True
adversarial,CONTRACTOR,41,0.25,0.0625,4,0.8157247262986255,0.7835065804798508,0.28955222029141625,0.33249837176919794,0.30000000000000016,True
