bucket,pooled_autocorr,rows,units,positive_rate,share_2015,GRIE (hand-specified),Logistic regression,Random forest,Gradient boosting,gap_vs_boosting,gap_vs_forest,gap_vs_logistic
0,0.39439072362645466,224,36,0.17857142857142858,0.35267857142857145,0.6296875,0.5050271739130435,0.5995923913043477,0.5971467391304347,0.032540760869565255,0.03009510869565224,0.12466032608695643
1,0.5877169661398417,301,36,0.23920265780730898,0.5880398671096345,0.7767467248908296,0.7438136826783116,0.7533357593401261,0.7481804949053857,0.02856622998544389,0.023410965550703544,0.03293304221251803
