decisions,raw_accuracy,gated_accuracy,raw_aurc,gated_aurc,raw_argmax_infeasible_rate,truth_infeasible_rate,mean_permitted_size,unigram_fallback_rate,empty_feasible_rate,raw_accuracy_on_deviating,gated_accuracy_on_deviating,raw_accuracy_on_conforming,gated_accuracy_on_conforming,raw_coverage@0.01,gated_coverage@0.01,raw_coverage@0.02,gated_coverage@0.02,raw_coverage@0.05,gated_coverage@0.05,raw_coverage@0.1,gated_coverage@0.1,train_cases,test_cases,alphabet,municipality,train_fraction
16203.0,0.3719064370795532,0.3727704746034685,0.38412864155135795,0.3893221400319376,0.009442695797074616,0.02098376843794359,139.83472196506818,6.171696599395174e-05,0.0,0.0,0.0,0.37987770283048605,0.3807602597238858,0.000246867863975807,0.000246867863975807,0.000246867863975807,0.000246867863975807,0.0013577732518669382,0.0013577732518669382,0.019749429118064557,0.011541072640868975,83.0,360.0,244.0,1.0,0.1
