agency,board,month,requests,slaBreachRate,repeatComplaintRate,escalationRate,openComplaintLoad,avgResolutionDays,nextBreachRate,failed,score,probability
DEP,7,2024-10,47,0.2978723404255319,0.33333333333333331,0,65,8.4142045454545453,0.25333333333333335,0,28.19111257185715,0.19
DEP,7,2024-11,75,0.25333333333333335,0.39344262295081966,0,70,1.5470039682539682,0.64931087289433387,1,23.345503225411996,0.11846689895470383
DEP,7,2024-12,653,0.64931087289433387,0.40157480314960631,0,79,2.2170721187025535,0.10989010989010989,0,55.319469451386162,0.81818181818181823
DEP,7,2025-01,364,0.10989010989010989,0.32380952380952382,0,77,6.2911904219793557,0.18461538461538463,0,12.726531640628808,0.027397260273972601
DEP,7,2025-02,130,0.18461538461538463,0.44117647058823528,0,84,1.1204211833785005,0.33944954128440369,0,18.133737174607305,0.078378378378378383
DEP,7,2025-03,109,0.33944954128440369,0.50574712643678166,0,98,1.5823172514619883,0.36842105263157893,1,31.101957764785453,0.23474178403755869
DEP,7,2025-04,76,0.36842105263157893,0.34482758620689657,0,96,2.9545138888888891,0.34722222222222221,1,32.920771591548124,0.23474178403755869
DEP,7,2025-05,72,0.34722222222222221,0.42857142857142855,0,102,3.4227272727272728,0.1015625,0,31.818836010409647,0.23474178403755869
DEP,7,2025-06,128,0.1015625,0.35576923076923078,0,105,1.3513666666666666,0.2032520325203252,0,11.340441084884427,0.017391304347826087
DEP,7,2025-07,123,0.2032520325203252,0.50442477876106195,0,111,2.1915004748338083,0.24107142857142858,0,20.482717713008608,0.11846689895470383
DEP,7,2025-08,112,0.24107142857142858,0.45054945054945056,0,105,1.7086452448210923,0.30666666666666664,0,23.060149164962972,0.11846689895470383
DEP,7,2025-09,75,0.30666666666666664,0.31372549019607843,0,112,2.2417892156862744,0.36585365853658536,1,27.824966866710021,0.18181818181818182
DEP,7,2025-10,82,0.36585365853658536,0.47058823529411764,0,113,13.172162208504799,0.38372093023255816,1,35.959025041488879,0.3271604938271605
DEP,7,2025-11,86,0.38372093023255816,0.53488372093023251,0,114,3.4821568627450983,0.51923076923076927,1,35.411834305781781,0.3271604938271605
DEP,8,2022-01,66,0.25757575757575757,0.15384615384615385,0,14,0.97307692307692306,0.28205128205128205,0,21.755694175383692,0.11846689895470383
DEP,8,2022-02,39,0.28205128205128205,0.23076923076923078,0,11,4.1333829365079362,0.12307692307692308,0,24.819448054873639,0.11846689895470383
DEP,8,2022-03,65,0.12307692307692308,0.13846153846153847,0,14,2.2531025985663082,0.28205128205128205,0,11.223861468143763,0.017391304347826087
DEP,8,2022-04,39,0.28205128205128205,0.13513513513513514,0,15,3.086440058479532,0.34883720930232559,1,24.134304243889268,0.11846689895470383
DEP,8,2022-05,43,0.34883720930232559,0.18421052631578946,0,20,2.1249086257309941,0.40425531914893614,1,29.54653315114615,0.19
DEP,8,2022-06,47,0.40425531914893614,0.36842105263157893,0,26,2.0983062330623303,0.26530612244897961,0,34.95837923018577,0.3271604938271605
DEP,8,2022-07,98,0.26530612244897961,0.23376623376623376,0,28,5.1411458333333337,0.30232558139534882,0,23.915392489621144,0.11846689895470383
DEP,8,2022-08,86,0.30232558139534882,0.29999999999999999,0.011627906976744186,35,2.7100650492264418,0.28712871287128711,0,26.761351114723364,0.17582417582417584
DEP,8,2022-09,101,0.28712871287128711,0.18947368421052632,0,25,3.9155092592592595,0.30232558139534882,0,25.115874915192531,0.11846689895470383
DEP,8,2022-10,43,0.30232558139534882,0.25641025641025639,0.023255813953488372,29,4.373468660968661,0.30612244897959184,0,26.934157442861263,0.17582417582417584
DEP,8,2022-11,49,0.30612244897959184,0.26530612244897961,0,33,5.9864506172839507,0.29999999999999999,0,27.592863442288351,0.17582417582417584
DEP,8,2022-12,100,0.29999999999999999,0.23529411764705882,0,45,1.14771148989899,0.21621621621621623,0,25.927558754721549,0.13513513513513514
DEP,8,2023-01,74,0.21621621621621623,0.29629629629629628,0.013513513513513514,43,1.991831140350877,0.16216216216216217,0,19.777335064747838,0.11846689895470383
DEP,8,2023-02,37,0.16216216216216217,0.3235294117647059,0,40,7.6986805555555549,0.1875,0,16.849439680650654,0.078378378378378383
DEP,8,2023-03,32,0.1875,0.071428571428571425,0,36,14.066782407407407,0.058823529411764705,0,19.090706112724547,0.078378378378378383
DEP,8,2023-04,102,0.058823529411764705,0.51219512195121952,0,39,7.6736391694725024,0.15315315315315314,0,9.5091179576577609,0.017391304347826087
DEP,8,2023-05,111,0.15315315315315314,0.41176470588235292,0,38,5.497730654761904,0.36363636363636365,1,16.024285584593276,0.078378378378378383
DEP,8,2023-06,44,0.36363636363636365,0.24242424242424243,0,42,5.1927256944444444,0.17241379310344829,0,31.985989967567676,0.23474178403755869
DEP,8,2023-07,116,0.17241379310344829,0.44680851063829785,0,34,8.4619007616487458,0.16770186335403728,0,18.404107937310229,0.078378378378378383
DEP,8,2023-08,161,0.16770186335403728,0.41346153846153844,0,36,6.6986897274633126,0.18085106382978725,0,17.461562773902809,0.078378378378378383
DEP,8,2023-09,94,0.18085106382978725,0.35365853658536583,0,40,2.3076697530864196,0.12676056338028169,0,17.210775091755036,0.078378378378378383
DEP,8,2023-10,213,0.12676056338028169,0.17679558011049723,0.0093896713615023476,32,3.351813097033685,0.39215686274509803,1,12.210023983613288,0.027397260273972601
DEP,8,2023-11,51,0.39215686274509803,0.47727272727272729,0,35,3.5746961805555557,0.26881720430107525,0,34.98205793088308,0.3271604938271605
DEP,8,2023-12,93,0.26881720430107525,0.28301886792452829,0,41,1.8560185185185187,0.26506024096385544,0,23.797858142438404,0.11846689895470383
DEP,8,2024-01,83,0.26506024096385544,0.2978723404255319,0,38,3.5181282299741601,0.22950819672131148,0,23.935722843934471,0.11846689895470383
DEP,8,2024-02,61,0.22950819672131148,0.23684210526315788,0,39,2.3069328703703702,0.34000000000000002,0,20.508461787718051,0.11846689895470383
DEP,8,2024-03,50,0.34000000000000002,0.21621621621621623,0,42,2.5478427895981084,0.19178082191780821,0,29.333897451009008,0.19
DEP,8,2024-04,73,0.19178082191780821,0.2413793103448276,0,39,3.8084886695906435,0.22077922077922077,0,17.870714343324966,0.078378378378378383
DEP,8,2024-05,77,0.22077922077922077,0.46774193548387094,0,46,1.3097619047619049,0.25,0,20.801377177737827,0.11846689895470383
DEP,8,2024-06,120,0.25,0.44642857142857145,0,53,3.6177851524090467,0.3504273504273504,1,23.656667336097641,0.11846689895470383
DEP,8,2024-07,117,0.3504273504273504,0.51578947368421058,0,59,2.9127064564564566,0.24576271186440679,0,31.933346576658685,0.23474178403755869
DEP,8,2024-08,118,0.24576271186440679,0.39047619047619048,0,54,3.9148204607046071,0.1744186046511628,0,23.119308154193785,0.11846689895470383
DEP,8,2024-09,86,0.1744186046511628,0.42424242424242425,0,56,1.7102843915343915,0.21739130434782608,0,17.076622574071234,0.078378378378378383
DEP,8,2024-10,46,0.21739130434782608,0.47368421052631576,0.021739130434782608,52,3.0762499999999999,0.28000000000000003,0,21.153316625722191,0.11846689895470383
DEP,8,2024-11,50,0.28000000000000003,0.34146341463414637,0,53,1.7861536281179138,0.33333333333333331,0,25.09544540749074,0.11846689895470383
DEP,8,2024-12,45,0.33333333333333331,0.5,0,53,20.165833333333335,0.192,0,34.533776880684748,0.3271604938271605
DEP,8,2025-01,125,0.192,0.41666666666666669,0,59,1.5571195144724557,0.071090047393364927,0,18.440607000912504,0.078378378378378383
DEP,8,2025-02,211,0.071090047393364927,0.52229299363057324,0,64,0.57083670442286938,0.38461538461538464,1,9.1140631662843496,0.017391304347826087
DEP,8,2025-03,65,0.38461538461538464,0.4375,0,76,3.9937106918238992,0.34375,0,34.714953077843688,0.3271604938271605
DEP,8,2025-04,32,0.34375,0.21739130434782608,0,70,7.0157346491228072,0.29113924050632911,0,31.001495818055826,0.23474178403755869
DEP,8,2025-05,79,0.29113924050632911,0.30232558139534882,0,72,2.4350198412698414,0.24657534246575341,0,26.147185315987471,0.13513513513513514
DEP,8,2025-06,146,0.24657534246575341,0.51401869158878499,0,81,2.1640967153284669,0.1890547263681592,0,23.671542289311486,0.11846689895470383
DEP,8,2025-07,201,0.1890547263681592,0.51162790697674421,0,95,1.7337603980986336,0.31896551724137934,0,19.104042958333963,0.078378378378378383
DEP,8,2025-08,116,0.31896551724137934,0.53260869565217395,0,84,3.1293307086614175,0.39344262295081966,1,29.817506860877518,0.19
DEP,8,2025-09,61,0.39344262295081966,0.49019607843137253,0,79,3.4922138047138049,0.42168674698795183,1,35.596975305107989,0.3271604938271605
DEP,8,2025-10,83,0.42168674698795183,0.45945945945945948,0,85,8.2652958152958149,0.42028985507246375,1,38.903706110794154,0.35869565217391303
DEP,8,2025-11,69,0.42028985507246375,0.32758620689655171,0,80,6.6102383633633632,0.43636363636363634,1,37.685189511053395,0.35869565217391303
DEP,9,2022-01,45,0.31111111111111112,0.22727272727272727,0,7,1.6630665204678363,0.27500000000000002,0,26.495725289871505,0.1702127659574468
DEP,9,2022-02,40,0.27500000000000002,0.17948717948717949,0,2,3.4876851851851849,0.19565217391304349,0,23.749556507622401,0.11846689895470383
DEP,9,2022-03,46,0.19565217391304349,0.42222222222222222,0,5,0.38603036175710598,0.16666666666666666,0,17.908294908516041,0.078378378378378383
DEP,9,2022-04,42,0.16666666666666666,0.125,0,6,1.1288787262872628,0.26666666666666666,0,14.290949774066904,0.078378378378378383
DEP,9,2022-05,45,0.26666666666666666,0.35714285714285715,0.022222222222222223,9,3.4694113756613754,0.29629629629629628,0,24.152239222506374,0.11846689895470383
DEP,9,2022-06,54,0.29629629629629628,0.25,0,10,2.0316168763102724,0.17567567567567569,0,25.543834617746434,0.11846689895470383
DEP,9,2022-07,74,0.17567567567567569,0.265625,0,11,1.114783105022831,0.20270270270270271,0,15.764514027704877,0.078378378378378383
DEP,9,2022-08,74,0.20270270270270271,0.2857142857142857,0,12,2.6566019786910195,0.25252525252525254,0,18.405073835482149,0.078378378378378383
DEP,9,2022-09,99,0.25252525252525254,0.27835051546391754,0,14,1.3641323024054981,0.2391304347826087,0,22.06734647488349,0.11846689895470383
DEP,9,2022-10,46,0.2391304347826087,0.29999999999999999,0,11,2.1909297052154195,0.25,0,21.269150224943822,0.11846689895470383
DEP,9,2022-11,56,0.25,0.31372549019607843,0,13,3.9426183127572019,0.20370370370370369,0,22.645915118736905,0.11846689895470383
DEP,9,2022-12,54,0.20370370370370369,0.20833333333333334,0,14,6.7592636268343815,0.31746031746031744,0,19.096947096350871,0.078378378378378383
DEP,9,2023-01,63,0.31746031746031744,0.37931034482758619,0.031746031746031744,14,5.5348434744268076,0.21621621621621623,0,28.91934933877468,0.19
DEP,9,2023-02,37,0.21621621621621623,0.38709677419354838,0.027027027027027029,14,2.4281156156156154,0.20000000000000001,0,20.094995860308213,0.11846689895470383
DEP,9,2023-03,50,0.20000000000000001,0.41935483870967744,0,17,3.4715573286052011,0.31818181818181818,0,19.104304346477246,0.078378378378378383
DEP,9,2023-04,44,0.31818181818181818,0.35897435897435898,0,20,3.6837567750677502,0.32653061224489793,0,28.339326241153724,0.19
DEP,9,2023-05,49,0.32653061224489793,0.27500000000000002,0,19,1.4112499999999999,0.15789473684210525,0,28.035311389230969,0.19
DEP,9,2023-06,57,0.15789473684210525,0.32258064516129031,0.017543859649122806,19,8.4951388888888886,0.25409836065573771,0,16.557850905371293,0.078378378378378383
DEP,9,2023-07,122,0.25409836065573771,0.39285714285714285,0,21,1.6077835648148147,0.21311475409836064,0,22.898088463171263,0.11846689895470383
DEP,9,2023-08,61,0.21311475409836064,0.40384615384615385,0,18,1.6512152777777778,0.37037037037037035,1,19.652854261953447,0.1146251306149855
DEP,9,2023-09,81,0.37037037037037035,0.35135135135135137,0.012345679012345678,23,0.98209064327485374,0.35714285714285715,1,31.926183712253678,0.23474178403755869
DEP,9,2023-10,42,0.35714285714285715,0.46153846153846156,0,27,2.3694078947368418,0.27272727272727271,0,31.730185650549853,0.23474178403755869
DEP,9,2023-11,44,0.27272727272727271,0.36842105263157893,0,22,5.0083475056689348,0.32727272727272727,0,25.087023418313162,0.11846689895470383
DEP,9,2023-12,55,0.32727272727272727,0.36363636363636365,0.018181818181818181,23,1.9209104938271606,0.31168831168831168,0,28.792663226635923,0.19
DEP,9,2024-01,77,0.31168831168831168,0.27450980392156865,0,21,4.0577619549929675,0.20930232558139536,0,27.497247383135115,0.17582417582417584
DEP,9,2024-02,43,0.20930232558139536,0.29999999999999999,0,25,2.260434472934473,0.25301204819277107,0,19.048087548223101,0.078378378378378383
DEP,9,2024-03,83,0.25301204819277107,0.31147540983606559,0,29,2.5212816455696205,0.28947368421052633,0,22.70684331604954,0.11846689895470383
DEP,9,2024-04,76,0.28947368421052633,0.29545454545454547,0,28,3.4983676046176049,0.25806451612903225,0,25.765838930869858,0.11846689895470383
DEP,9,2024-05,62,0.25806451612903225,0.36363636363636365,0.032258064516129031,31,3.6631355932203391,0.23931623931623933,0,23.826417479122917,0.11846689895470383
DEP,9,2024-06,117,0.23931623931623933,0.42156862745098039,0,41,1.6715147975077882,0.40350877192982454,1,22.086577827363033,0.11846689895470383
DEP,9,2024-07,114,0.40350877192982454,0.44086021505376344,0,34,3.3402605601469237,0.36363636363636365,1,35.64167520120354,0.3271604938271605
DEP,9,2024-08,66,0.36363636363636365,0.40000000000000002,0,35,2.4522222222222223,0.38297872340425532,1,32.046628829377468,0.23474178403755869
DEP,9,2024-09,47,0.38297872340425532,0.51428571428571423,0,31,9.4793164488017432,0.26415094339622641,0,35.79719765718459,0.3271604938271605
DEP,9,2024-10,53,0.26415094339622641,0.40000000000000002,0,31,3.9288128930817607,0.25,0,24.397154003837954,0.11846689895470383
DEP,9,2024-11,80,0.25,0.59615384615384615,0.025000000000000001,32,6.5784194796061888,0.24675324675324675,0,25.012742287173115,0.11846689895470383
DEP,9,2024-12,77,0.24675324675324675,0.41538461538461541,0,29,5.5447135416666669,0.18333333333333332,0,23.446024983767987,0.11846689895470383
DEP,9,2025-01,120,0.18333333333333332,0.40909090909090912,0,41,0.59741512345679004,0.20289855072463769,0,17.289662406814401,0.078378378378378383
DEP,9,2025-02,69,0.20289855072463769,0.38235294117647056,0,41,2.3712258454106281,0.32432432432432434,0,19.143799482303873,0.078378378378378383
DEP,9,2025-03,37,0.32432432432432434,0.36363636363636365,0,45,3.6552188552188554,0.27450980392156865,0,29.112629218489023,0.19
DEP,9,2025-04,51,0.27450980392156865,0.46153846153846156,0,41,13.96056818181818,0.36842105263157893,1,28.029794662759574,0.19
DEP,9,2025-05,38,0.36842105263157893,0.27777777777777779,0,40,7.3837606837606842,0.14893617021276595,0,33.04631853049974,0.23474178403755869
DEP,9,2025-06,94,0.14893617021276595,0.46341463414634149,0,45,0.90600031210986265,0.14999999999999999,0,14.925499244008401,0.078378378378378383
DEP,9,2025-07,180,0.14999999999999999,0.67910447761194026,0,59,1.0465486947791165,0.29090909090909089,0,16.271160851324627,0.078378378378378383
DEP,9,2025-08,110,0.29090909090909089,0.42465753424657532,0,54,1.3934661835748792,0.48936170212765956,1,26.301198253669099,0.1702127659574468
DEP,9,2025-09,47,0.48936170212765956,0.48837209302325579,0,55,4.9583031400966187,0.40229885057471265,1,43.355882553485273,0.57692307692307687
DEP,9,2025-10,87,0.40229885057471265,0.51948051948051943,0,62,2.4943923611111112,0.44736842105263158,1,36.033693819402423,0.3271604938271605
DEP,9,2025-11,38,0.44736842105263158,0.53125,0,60,5.7564756944444451,0.39655172413793105,1,40.454063292241827,0.4325142611216316
DEP,10,2022-01,94,0.37234042553191488,0.16304347826086957,0,18,1.1332510964912281,0.46031746031746029,1,31.063454481852336,0.23474178403755869
DEP,10,2022-02,63,0.46031746031746029,0.19047619047619047,0,14,4.9203980099502491,0.35999999999999999,1,39.09859408157353,0.35869565217391303
DEP,10,2022-03,75,0.35999999999999999,0.33333333333333331,0,15,4.1475694444444446,0.41999999999999998,1,31.613992364722066,0.23474178403755869
DEP,10,2022-04,50,0.41999999999999998,0.15555555555555556,0,16,4.873228458049887,0.45283018867924529,1,35.708595829564352,0.3271604938271605
DEP,10,2022-05,53,0.45283018867924529,0.1111111111111111,0,23,7.1996376811594205,0.35185185185185186,1,38.741363040252921,0.35869565217391303
DEP,10,2022-06,54,0.35185185185185186,0.093023255813953487,0.018518518518518517,21,5.0211681547619049,0.30088495575221241,0,30.125016377517824,0.19
DEP,10,2022-07,113,0.30088495575221241,0.24096385542168675,0,25,3.2785677879714576,0.24731182795698925,0,26.322069836382674,0.1702127659574468
DEP,10,2022-08,93,0.24731182795698925,0.34146341463414637,0.010752688172043012,26,8.9149607487922715,0.27741935483870966,0,23.945990044595789,0.11846689895470383
DEP,10,2022-09,155,0.27741935483870966,0.13636363636363635,0.0064516129032258064,26,1.9965367383512547,0.26373626373626374,0,23.659253506956436,0.11846689895470383
DEP,10,2022-10,91,0.26373626373626374,0.20779220779220781,0.02197802197802198,27,3.3381790123456794,0.25,0,23.329649760360496,0.11846689895470383
DEP,10,2022-11,48,0.25,0.18181818181818182,0,22,1.4269654088050314,0.17840375586854459,0,21.482560887929722,0.11846689895470383
DEP,10,2022-12,213,0.17840375586854459,0.296875,0,29,4.0120213052858684,0.31578947368421051,0,17.020365260307532,0.078378378378378383
DEP,10,2023-01,57,0.31578947368421051,0.24074074074074073,0,24,5.4944892473118285,0.40000000000000002,1,28.030644235104162,0.19
DEP,10,2023-02,35,0.40000000000000002,0.17241379310344829,0,24,3.7515674603174602,0.19565217391304349,0,34.010579218519496,0.3271604938271605
DEP,10,2023-03,46,0.19565217391304349,0.16666666666666666,0,24,2.502506038647343,0.2289156626506024,0,17.336469783260338,0.078378378378378383
DEP,10,2023-04,83,0.2289156626506024,0.22222222222222221,0.012048192771084338,32,8.5159629629629627,0.34848484848484851,1,21.853204600808535,0.11846689895470383
DEP,10,2023-05,66,0.34848484848484851,0.17241379310344829,0.015151515151515152,25,9.1304889649923897,0.35999999999999999,1,31.257290581015482,0.23474178403755869
DEP,10,2023-06,50,0.35999999999999999,0.20512820512820512,0,26,2.4712585034013608,0.2413793103448276,0,30.69035526913698,0.23474178403755869
DEP,10,2023-07,116,0.2413793103448276,0.34615384615384615,0,26,4.9485033524904214,0.29268292682926828,0,22.496061939048882,0.11846689895470383
DEP,10,2023-08,82,0.29268292682926828,0.23999999999999999,0.012195121951219513,27,2.9426354595336077,0.30769230769230771,0,25.66326143150496,0.11846689895470383
DEP,10,2023-09,104,0.30769230769230771,0.3146067415730337,0,39,1.7796950483091789,0.3902439024390244,1,27.026381893824833,0.17582417582417584
DEP,10,2023-10,82,0.3902439024390244,0.25757575757575757,0,30,4.3579365079365076,0.38235294117647056,1,33.864066286251671,0.25
DEP,10,2023-11,68,0.38235294117647056,0.18181818181818182,0.014705882352941176,29,3.0733796296296299,0.2638888888888889,0,32.610869796355502,0.23474178403755869
DEP,10,2023-12,72,0.2638888888888889,0.35416666666666669,0,27,9.7627533783783793,0.25842696629213485,0,25.494507329849004,0.11846689895470383
DEP,10,2024-01,89,0.25842696629213485,0.32307692307692309,0,30,3.513315568475452,0.28301886792452829,0,23.445012846635155,0.11846689895470383
DEP,10,2024-02,53,0.28301886792452829,0.18421052631578946,0,32,1.2845043572984749,0.39583333333333331,1,24.208240596107046,0.11846689895470383
DEP,10,2024-03,48,0.39583333333333331,0.27500000000000002,0,29,18.341843681917211,0.37142857142857144,1,37.719417108308456,0.35869565217391303
DEP,10,2024-04,70,0.37142857142857144,0.2982456140350877,0,37,2.4193548387096775,0.32142857142857145,0,32.174632468060729,0.23474178403755869
DEP,10,2024-05,84,0.32142857142857145,0.20634920634920634,0,39,2.7144817073170731,0.25925925925925924,0,27.806706935019651,0.18181818181818182
DEP,10,2024-06,81,0.25925925925925924,0.35526315789473684,0,42,2.8112713675213676,0.375,1,23.632652604330453,0.11846689895470383
DEP,10,2024-07,72,0.375,0.29508196721311475,0,40,4.7630349099099103,0.2413793103448276,0,33.034761071404581,0.23474178403755869
DEP,10,2024-08,58,0.2413793103448276,0.27450980392156865,0,39,3.2380532015065913,0.25,0,21.86832804678582,0.11846689895470383
DEP,10,2024-09,52,0.25,0.22857142857142856,0,43,3.4345052083333329,0.31147540983606559,0,22.417557387828083,0.11846689895470383
DEP,10,2024-10,61,0.31147540983606559,0.40816326530612246,0,46,8.6249401340996155,0.17777777777777778,0,29.502014460139559,0.19
DEP,10,2024-11,45,0.17777777777777778,0.090909090909090912,0,44,1.8480791962174941,0.17592592592592593,0,15.584129894850962,0.078378378378378383
DEP,10,2024-12,108,0.17592592592592593,0.25862068965517243,0,47,1.184212962962963,0.42857142857142855,1,16.148220116064326,0.078378378378378383
DEP,10,2025-01,77,0.42857142857142855,0.32692307692307693,0,57,43.986618988391378,0.23076923076923078,0,41.525469195966288,0.45238095238095238
DEP,10,2025-02,117,0.23076923076923078,0.32258064516129031,0,53,3.4215392561983471,0.38095238095238093,1,21.45221416509537,0.11846689895470383
DEP,10,2025-03,63,0.38095238095238093,0.30612244897959184,0,62,3.0025977366255145,0.59999999999999998,1,33.380271074677879,0.23474178403755869
DEP,10,2025-04,55,0.59999999999999998,0.25490196078431371,0,65,9.8506276709401721,0.34065934065934067,0,52.311334550301616,0.65714285714285714
DEP,10,2025-05,91,0.34065934065934067,0.44927536231884058,0,75,2.6074588477366256,0.29032258064516131,0,30.916462933126859,0.23474178403755869
DEP,10,2025-06,62,0.29032258064516131,0.16326530612244897,0,76,37.204940801457198,0.25609756097560976,0,29.849000416262086,0.19
DEP,10,2025-07,82,0.25609756097560976,0.5,0,88,2.5031944444444441,0.21527777777777779,0,24.518324970081572,0.11846689895470383
DEP,10,2025-08,144,0.21527777777777779,0.375,0,82,0.94947222222222216,0.36507936507936506,1,20.193879321241322,0.11846689895470383
DEP,10,2025-09,63,0.36507936507936506,0.38596491228070173,0,81,7.1059027777777777,0.34579439252336447,0,33.688964354296779,0.23474178403755869
DEP,10,2025-10,107,0.34579439252336447,0.37349397590361444,0,89,7.1050364758698095,0.5490196078431373,1,32.168535314393523,0.23474178403755869
DEP,10,2025-11,51,0.5490196078431373,0.35416666666666669,0,85,3.8732828282828287,0.30769230769230771,0,47.517438476104005,0.57692307692307687
DEP,11,2022-01,91,0.24175824175824176,0.23595505617977527,0.01098901098901099,12,0.98738572433192695,0.33333333333333331,0,20.93796440971801,0.11846689895470383
DEP,11,2022-02,60,0.33333333333333331,0.14999999999999999,0,14,3.7993055555555553,0.22988505747126436,0,28.470407587461153,0.19
DEP,11,2022-03,87,0.22988505747126436,0.27058823529411763,0.011494252873563218,16,3.3466666666666662,0.37333333333333335,1,20.768370348959571,0.11846689895470383
DEP,11,2022-04,75,0.37333333333333335,0.16666666666666666,0.053333333333333337,20,3.2964690923317685,0.34782608695652173,1,31.964295605169308,0.23474178403755869
DEP,11,2022-05,69,0.34782608695652173,0.13636363636363635,0.057971014492753624,24,3.5459935897435892,0.31313131313131315,0,29.897307440998169,0.19
DEP,11,2022-06,99,0.31313131313131315,0.18518518518518517,0.010101010101010102,27,5.5472294560185178,0.23333333333333334,0,27.635132519477196,0.17582417582417584
DEP,11,2022-07,120,0.23333333333333334,0.23711340206185566,0.0083333333333333332,31,2.5603687739463603,0.40186915887850466,1,20.832951491862563,0.11846689895470383
DEP,11,2022-08,107,0.40186915887850466,0.2087912087912088,0.018691588785046728,37,4.5861317381738171,0.31521739130434784,0,34.772298819975596,0.3271604938271605
DEP,11,2022-09,92,0.31521739130434784,0.16666666666666666,0,35,3.324394208037825,0.17117117117117117,0,27.214251020049389,0.17582417582417584
DEP,11,2022-10,111,0.17117117117117117,0.20895522388059701,0.036036036036036036,36,1.569425505050505,0.18571428571428572,0,15.674700893561207,0.078378378378378383
DEP,11,2022-11,70,0.18571428571428572,0.26530612244897961,0.014285714285714285,37,5.2147846215781,0.20979020979020979,0,17.890277652031653,0.078378378378378383
DEP,11,2022-12,143,0.20979020979020979,0.10843373493975904,0.02097902097902098,49,5.6737330364715861,0.1864406779661017,0,19.302185305394872,0.078378378378378383
DEP,11,2023-01,118,0.1864406779661017,0.27500000000000002,0.033898305084745763,41,5.2321263227513226,0.22222222222222221,0,18.141517244114134,0.078378378378378383
DEP,11,2023-02,108,0.22222222222222221,0.21428571428571427,0.0092592592592592587,50,1.4936728395061727,0.2638888888888889,0,19.782112563657655,0.11846689895470383
DEP,11,2023-03,72,0.2638888888888889,0.20000000000000001,0.013888888888888888,54,4.7943218954248366,0.32291666666666669,0,23.896005611071054,0.11846689895470383
DEP,11,2023-04,96,0.32291666666666669,0.22988505747126436,0.010416666666666666,64,3.9958979328165376,0.23478260869565218,0,28.666210409866459,0.19
DEP,11,2023-05,115,0.23478260869565218,0.24271844660194175,0.026086956521739129,50,3.8818852282515071,0.375,1,21.582240293889971,0.11846689895470383
DEP,11,2023-06,56,0.375,0.34693877551020408,0.017857142857142856,49,2.9055799220272909,0.27027027027027029,0,33.036331551246199,0.23474178403755869
DEP,11,2023-07,148,0.27027027027027029,0.27083333333333331,0.0472972972972973,46,2.8600625459896984,0.13855421686746988,0,24.381959355387345,0.11846689895470383
DEP,11,2023-08,166,0.13855421686746988,0.20289855072463769,0.006024096385542169,51,1.0012594893029676,0.23456790123456789,0,12.908875383907686,0.027397260273972601
DEP,11,2023-09,243,0.23456790123456789,0.25909090909090909,0.00823045267489712,75,0.55799403855910701,0.17741935483870969,0,21.031111927720229,0.11846689895470383
DEP,11,2023-10,124,0.17741935483870969,0.31481481481481483,0.032258064516129031,58,1.6916814420803783,0.36363636363636365,1,16.947635724675074,0.078378378378378383
DEP,11,2023-11,88,0.36363636363636365,0.23376623376623376,0.011363636363636364,67,2.0399261603375529,0.34285714285714286,0,31.513751527511321,0.23474178403755869
DEP,11,2023-12,105,0.34285714285714286,0.26881720430107525,0,68,2.3150106837606836,0.27368421052631581,0,30.046009285304496,0.19
DEP,11,2024-01,95,0.27368421052631581,0.36986301369863012,0.031578947368421054,65,2.9894628684807256,0.32727272727272727,0,25.304157990698354,0.11846689895470383
DEP,11,2024-02,55,0.32727272727272727,0.2857142857142857,0,69,2.3056236383442266,0.24742268041237114,0,28.892124021484108,0.19
DEP,11,2024-03,97,0.24742268041237114,0.390625,0.020618556701030927,75,2.320352564102564,0.18811881188118812,0,23.198988778481748,0.11846689895470383
DEP,11,2024-04,101,0.18811881188118812,0.2857142857142857,0,76,8.9586180555555561,0.25961538461538464,0,19.419238810152347,0.078378378378378383
DEP,11,2024-05,104,0.25961538461538464,0.30379746835443039,0.04807692307692308,72,13.507902520576133,0.20408163265306123,0,26.511166148558328,0.1702127659574468
DEP,11,2024-06,98,0.20408163265306123,0.4567901234567901,0.01020408163265306,72,3.2208404195011342,0.32291666666666669,0,20.193162495489851,0.11846689895470383
DEP,11,2024-07,96,0.32291666666666669,0.26923076923076922,0,70,6.4654691043083901,0.16793893129770993,0,29.462929177153612,0.19
DEP,11,2024-08,131,0.16793893129770993,0.4098360655737705,0.0076335877862595417,71,1.1604540598290598,0.26956521739130435,0,16.55262445868421,0.078378378378378383
DEP,11,2024-09,115,0.26956521739130435,0.29268292682926828,0,74,2.3981956845238095,0.20547945205479451,0,24.38551279027709,0.11846689895470383
DEP,11,2024-10,73,0.20547945205479451,0.34920634920634919,0.013698630136986301,73,5.8835773273273277,0.27433628318584069,0,20.429559518858916,0.11846689895470383
DEP,11,2024-11,113,0.27433628318584069,0.32631578947368423,0.044247787610619468,84,1.0972290305010892,0.21621621621621623,0,24.952803040717622,0.11846689895470383
DEP,11,2024-12,111,0.21621621621621623,0.31746031746031744,0.018018018018018018,87,9.4885288065843625,0.20370370370370369,0,22.158871924567947,0.11846689895470383
DEP,11,2025-01,162,0.20370370370370369,0.4050632911392405,0,97,8.2739583333333329,0.24539877300613497,0,21.322580646222772,0.11846689895470383
