agency,board,month,requests,slaBreachRate,repeatComplaintRate,escalationRate,openComplaintLoad,avgResolutionDays,nextBreachRate,failed,score,probability
DOT,5,2025-10,159,0.33962264150943394,0.6387096774193548,0.1069182389937107,477,27.290235416666668,0.32407407407407407,0,40.898025316774628,0.45238095238095238
DOT,5,2025-11,108,0.32407407407407407,0.61111111111111116,0.12037037037037036,470,11.070489533011271,0.24166666666666667,0,37.210226718486865,0.3271604938271605
DOT,6,2022-01,156,0.096153846153846159,0.073529411764705885,0.02564102564102564,17,1.054830910011574,0.19148936170212766,0,8.6199240415880372,0
DOT,6,2022-02,141,0.19148936170212766,0.28346456692913385,0.063829787234042548,37,3.2629519774011295,0.25842696629213485,0,18.225770981993133,0.078378378378378383
DOT,6,2022-03,178,0.25842696629213485,0.21637426900584794,0.0898876404494382,58,2.2405496520009942,0.2846153846153846,0,23.35494555032335,0.11846689895470383
DOT,6,2022-04,130,0.2846153846153846,0.29032258064516131,0.069230769230769235,68,6.4325529813218392,0.26000000000000001,0,26.821379028393963,0.17582417582417584
DOT,6,2022-05,200,0.26000000000000001,0.35754189944134079,0.19500000000000001,83,4.3439000792919993,0.26923076923076922,0,25.478715916727015,0.11846689895470383
DOT,6,2022-06,208,0.26923076923076922,0.42639593908629442,0.15384615384615385,101,5.2506165420227919,0.21171171171171171,0,26.762783342936412,0.17582417582417584
DOT,6,2022-07,222,0.21171171171171171,0.41588785046728971,0.15315315315315314,117,3.1051213030384752,0.39705882352941174,1,21.763948732528615,0.11846689895470383
DOT,6,2022-08,136,0.39705882352941174,0.38167938931297712,0.3014705882352941,154,9.1416681600955805,0.4315068493150685,1,38.993234148234244,0.35869565217391303
DOT,6,2022-09,146,0.4315068493150685,0.39855072463768115,0.31506849315068491,195,8.5952505843221871,0.34328358208955223,0,42.206475573377951,0.45238095238095238
DOT,6,2022-10,134,0.34328358208955223,0.48717948717948717,0.23134328358208955,218,5.7814325495049506,0.17599999999999999,0,34.746908813977946,0.3271604938271605
DOT,6,2022-11,125,0.17599999999999999,0.46218487394957986,0.064000000000000001,224,5.7265121371371377,0.1440677966101695,0,20.453165450977238,0.11846689895470383
DOT,6,2022-12,118,0.1440677966101695,0.41592920353982299,0.067796610169491525,218,11.069787076947637,0.12807881773399016,0,18.895651832384424,0.078378378378378383
DOT,6,2023-01,203,0.12807881773399016,0.5759162303664922,0.11330049261083744,235,8.5654494817971383,0.10982658959537572,0,18.227799121328569,0.078378378378378383
DOT,6,2023-02,173,0.10982658959537572,0.53216374269005851,0.098265895953757232,240,1.6407479843789368,0.14583333333333334,0,14.876943694619834,0.078378378378378383
DOT,6,2023-03,192,0.14583333333333334,0.57291666666666663,0.072916666666666671,257,8.7212788662918879,0.21367521367521367,0,19.701909125837386,0.11846689895470383
DOT,6,2023-04,117,0.21367521367521367,0.60526315789473684,0.14529914529914531,265,32.979954710144924,0.33082706766917291,0,28.660094491016771,0.19
DOT,6,2023-05,133,0.33082706766917291,0.53030303030303028,0.25563909774436089,294,5.5578459980413104,0.32631578947368423,0,34.841013677132132,0.3271604938271605
DOT,6,2023-06,95,0.32631578947368423,0.42391304347826086,0.24210526315789474,295,8.5764241036249018,0.46491228070175439,1,34.610289750482849,0.3271604938271605
DOT,6,2023-07,114,0.46491228070175439,0.5495495495495496,0.25438596491228072,349,26.336919945987653,0.55555555555555558,1,49.917600790902966,0.65714285714285714
DOT,6,2023-08,144,0.55555555555555558,0.43262411347517732,0.31944444444444442,389,8.8085927483974356,0.54205607476635509,1,54.432871400170285,0.81818181818181823
DOT,6,2023-09,107,0.54205607476635509,0.54205607476635509,0.14953271028037382,412,13.158051008597884,0.51497005988023947,1,54.330932662408053,0.81818181818181823
DOT,6,2023-10,167,0.51497005988023947,0.57228915662650603,0.16167664670658682,458,11.78869538184879,0.38655462184873951,1,52.538014800666495,0.66316189284121985
DOT,6,2023-11,119,0.38655462184873951,0.56302521008403361,0.092436974789915971,451,14.349642407407407,0.38129496402877699,1,42.408124280625003,0.46666666666666667
DOT,6,2023-12,139,0.38129496402877699,0.51798561151079137,0.23741007194244604,474,6.2245574912196675,0.31506849315068491,0,40.763528603107758,0.45238095238095238
DOT,6,2024-01,146,0.31506849315068491,0.52413793103448281,0.18493150684931506,492,13.767028926071742,0.20833333333333334,0,37.030797868275314,0.3271604938271605
DOT,6,2024-02,120,0.20833333333333334,0.47863247863247865,0.16666666666666666,490,4.8358288744687314,0.3597560975609756,1,26.045279838450423,0.13513513513513514
DOT,6,2024-03,164,0.3597560975609756,0.51234567901234573,0.13414634146341464,523,11.136699594458801,0.27857142857142858,0,39.66622498468832,0.35869565217391303
DOT,6,2024-04,140,0.27857142857142858,0.5864661654135338,0.16428571428571428,528,23.688243055555557,0.45689655172413796,1,36.039565261191711,0.3271604938271605
DOT,6,2024-05,116,0.45689655172413796,0.55660377358490565,0.19827586206896552,551,19.986855834328953,0.30088495575221241,0,50.087949754686029,0.65714285714285714
DOT,6,2024-06,226,0.30088495575221241,0.57870370370370372,0.26991150442477874,551,20.675541872427981,0.19847328244274809,0,38.239819194551025,0.35869565217391303
DOT,6,2024-07,131,0.19847328244274809,0.53125,0.29770992366412213,532,29.432928549382716,0.36842105263157893,1,30.022780607023265,0.19
DOT,6,2024-08,114,0.36842105263157893,0.51754385964912286,0.31578947368421051,530,20.568716874201787,0.24031007751937986,0,43.540835243267608,0.57692307692307687
DOT,6,2024-09,129,0.24031007751937986,0.640625,0.23255813953488372,524,7.3660754458161861,0.15966386554621848,0,30.345673553213828,0.19
DOT,6,2024-10,119,0.15966386554621848,0.5641025641025641,0.13445378151260504,538,4.1620778218694889,0.24087591240875914,0,22.257494058931499,0.11846689895470383
DOT,6,2024-11,137,0.24087591240875914,0.50735294117647056,0.16058394160583941,544,11.11721842309867,0.14285714285714285,0,30.258420311549738,0.19
DOT,6,2024-12,112,0.14285714285714285,0.55855855855855852,0.0625,533,8.2710294059949785,0.19148936170212766,0,21.504430978069742,0.11846689895470383
DOT,6,2025-01,94,0.19148936170212766,0.58510638297872342,0.11702127659574468,546,9.574958133287609,0.23529411764705882,0,26.111011139225045,0.13513513513513514
DOT,6,2025-02,102,0.23529411764705882,0.58823529411764708,0.25490196078431371,554,10.386694616824272,0.1721311475409836,0,30.513838157405278,0.19
DOT,6,2025-03,122,0.1721311475409836,0.59482758620689657,0.18852459016393441,562,3.0157398269980509,0.19444444444444445,0,23.405739965271451,0.11846689895470383
DOT,6,2025-04,108,0.19444444444444445,0.660377358490566,0.24074074074074073,548,10.767279523375835,0.22522522522522523,0,27.626451327024476,0.17582417582417584
DOT,6,2025-05,111,0.22522522522522523,0.5636363636363636,0.32432432432432434,543,23.651320142879946,0.26666666666666666,0,32.457936152863276,0.23474178403755869
DOT,6,2025-06,150,0.26666666666666666,0.69387755102040816,0.21333333333333335,554,4.0704245504562531,0.36956521739130432,1,31.839137456340982,0.23474178403755869
DOT,6,2025-07,138,0.36956521739130432,0.57352941176470584,0.3188405797101449,537,16.900425234487734,0.29203539823008851,0,43.053574419911094,0.5
DOT,6,2025-08,113,0.29203539823008851,0.64220183486238536,0.32743362831858408,549,5.5563226530986434,0.24427480916030533,0,34.534779817858663,0.3271604938271605
DOT,6,2025-09,131,0.24427480916030533,0.5725190839694656,0.25190839694656486,537,8.0928116096866098,0.26168224299065418,0,30.592220542727386,0.19
DOT,6,2025-10,107,0.26168224299065418,0.5,0.17757009345794392,524,91.149600694444445,0.40909090909090912,1,34.3225259572582,0.3271604938271605
DOT,6,2025-11,110,0.40909090909090912,0.67272727272727273,0.22727272727272727,527,11.877092635860159,0.27173913043478259,0,45.056946371759445,0.57692307692307687
DOT,7,2022-01,154,0.11038961038961038,0.20529801324503311,0.090909090909090912,16,1.4706158625730994,0.23428571428571429,0,10.832416266383348,0.017391304347826087
DOT,7,2022-02,175,0.23428571428571429,0.33540372670807456,0.074285714285714288,45,2.2118168851069382,0.15625,0,21.795937193233392,0.11846689895470383
DOT,7,2022-03,224,0.15625,0.53023255813953485,0.044642857142857144,63,2.3048921561535494,0.42079207920792078,1,16.592282882071792,0.078378378378378383
DOT,7,2022-04,202,0.42079207920792078,0.26630434782608697,0.14356435643564355,92,6.3435658089070674,0.34745762711864409,1,38.200643718136895,0.35869565217391303
DOT,7,2022-05,236,0.34745762711864409,0.45192307692307693,0.1271186440677966,122,6.0055157536008235,0.20535714285714285,0,33.417697769458073,0.23474178403755869
DOT,7,2022-06,224,0.20535714285714285,0.45714285714285713,0.09375,143,3.4527470734983687,0.34033613445378152,0,21.523670704598306,0.11846689895470383
DOT,7,2022-07,238,0.34033613445378152,0.5,0.24369747899159663,198,2.6230113095238092,0.36263736263736263,1,33.672173949206332,0.23474178403755869
DOT,7,2022-08,182,0.36263736263736263,0.53012048192771088,0.21978021978021978,238,5.1296948969646339,0.26162790697674421,0,36.509132658251822,0.3271604938271605
DOT,7,2022-09,172,0.26162790697674421,0.5286624203821656,0.15697674418604651,250,11.061144279766344,0.23178807947019867,0,29.647652933275126,0.19
DOT,7,2022-10,151,0.23178807947019867,0.59285714285714286,0.10596026490066225,269,5.4202932449494945,0.13385826771653545,0,26.184115978123572,0.13513513513513514
DOT,7,2022-11,127,0.13385826771653545,0.65322580645161288,0.031496062992125984,260,7.5464412814532089,0.083798882681564241,0,18.690286056123181,0.078378378378378383
DOT,7,2022-12,179,0.083798882681564241,0.6588235294117647,0.027932960893854747,265,5.5658609006734006,0.10967741935483871,0,14.27692037742391,0.078378378378378383
DOT,7,2023-01,155,0.10967741935483871,0.69736842105263153,0.051612903225806452,270,6.1407773786717756,0.055555555555555552,0,16.848377281188114,0.078378378378378383
DOT,7,2023-02,180,0.055555555555555552,0.63953488372093026,0.033333333333333333,277,6.1357986872563357,0.13592233009708737,0,12.211196602388991,0.027397260273972601
DOT,7,2023-03,206,0.13592233009708737,0.68527918781725883,0.082524271844660199,298,3.5362163482123745,0.20143884892086331,0,18.718776092269611,0.078378378378378383
DOT,7,2023-04,139,0.20143884892086331,0.74264705882352944,0.1223021582733813,311,26.628127527671349,0.29729729729729731,0,28.741444030943342,0.19
DOT,7,2023-05,74,0.29729729729729731,0.56164383561643838,0.14864864864864866,321,4.1449833622685182,0.29007633587786258,0,31.73039037630144,0.23474178403755869
DOT,7,2023-06,131,0.29007633587786258,0.53543307086614178,0.20610687022900764,343,11.44671306914713,0.29375000000000001,0,33.282153059274407,0.23474178403755869
DOT,7,2023-07,160,0.29375000000000001,0.5,0.21249999999999999,399,4.9267505787037038,0.43795620437956206,1,32.471933148749649,0.23474178403755869
DOT,7,2023-08,137,0.43795620437956206,0.53383458646616544,0.20437956204379562,421,5.5942109500805159,0.55102040816326525,1,44.529538480619109,0.57692307692307687
DOT,7,2023-09,98,0.55102040816326525,0.53608247422680411,0.22448979591836735,448,11.353256879238392,0.45205479452054792,1,55.345170676970362,0.81818181818181823
DOT,7,2023-10,146,0.45205479452054792,0.58156028368794321,0.25342465753424659,484,11.182532302188553,0.25641025641025639,0,48.003494286341628,0.625
DOT,7,2023-11,117,0.25641025641025639,0.62393162393162394,0.05128205128205128,488,7.2031847304894177,0.26315789473684209,0,30.605014727672923,0.23474178403755869
DOT,7,2023-12,114,0.26315789473684209,0.72807017543859653,0.10526315789473684,500,10.155591752904867,0.25688073394495414,0,32.63884323705966,0.23474178403755869
DOT,7,2024-01,109,0.25688073394495414,0.60377358490566035,0.14678899082568808,499,15.63377798821549,0.20000000000000001,0,33.028008947898861,0.23474178403755869
DOT,7,2024-02,165,0.20000000000000001,0.68553459119496851,0.09696969696969697,523,5.3353038810086684,0.25966850828729282,0,26.183636622387745,0.13513513513513514
DOT,7,2024-03,181,0.25966850828729282,0.5955056179775281,0.1270718232044199,547,17.532929272823779,0.31851851851851853,0,33.563579511302031,0.23474178403755869
DOT,7,2024-04,135,0.31851851851851853,0.5968992248062015,0.20000000000000001,568,10.057741329597141,0.37179487179487181,1,36.862204587729529,0.3271604938271605
DOT,7,2024-05,156,0.37179487179487181,0.54000000000000004,0.26282051282051283,600,11.256806862305854,0.33076923076923076,0,41.439592111504091,0.45238095238095238
DOT,7,2024-06,130,0.33076923076923076,0.60655737704918034,0.26923076923076922,598,19.19378498526936,0.31666666666666665,0,40.413388157507256,0.36999595047452527
DOT,7,2024-07,120,0.31666666666666665,0.68644067796610164,0.26666666666666666,598,22.571799672067904,0.31304347826086959,0,40.098961178619383,0.35869565217391303
DOT,7,2024-08,115,0.31304347826086959,0.62831858407079644,0.28695652173913044,599,10.79314104126056,0.24347826086956523,0,37.191298734602448,0.3271604938271605
DOT,7,2024-09,115,0.24347826086956523,0.64347826086956517,0.1391304347826087,585,17.000040733563022,0.14814814814814814,0,32.441558690616816,0.23474178403755869
DOT,7,2024-10,108,0.14814814814814814,0.55140186915887845,0.1111111111111111,590,14.358257596188421,0.12295081967213115,0,23.58527945152542,0.11846689895470383
DOT,7,2024-11,122,0.12295081967213115,0.68032786885245899,0.065573770491803282,606,7.9012558962264148,0.14678899082568808,0,20.448045903706923,0.11846689895470383
DOT,7,2024-12,109,0.14678899082568808,0.66972477064220182,0.055045871559633031,599,14.743340517241379,0.2087912087912088,0,23.879578199346401,0.11846689895470383
DOT,7,2025-01,91,0.2087912087912088,0.63736263736263732,0.10989010989010989,605,9.3131328976034844,0.23958333333333334,0,27.658399844604606,0.17582417582417584
DOT,7,2025-02,96,0.23958333333333334,0.60439560439560436,0.09375,609,6.3147730475040253,0.13380281690140844,0,29.161861470689406,0.19
DOT,7,2025-03,142,0.13380281690140844,0.57446808510638303,0.16901408450704225,617,10.782654349778884,0.18691588785046728,0,21.990612085969413,0.11846689895470383
DOT,7,2025-04,107,0.18691588785046728,0.60194174757281549,0.16822429906542055,605,16.54326797385621,0.26451612903225807,0,27.745542777561695,0.18181818181818182
DOT,7,2025-05,155,0.26451612903225807,0.57999999999999996,0.32903225806451614,621,14.27600558278867,0.19620253164556961,0,34.107708920725273,0.3271604938271605
DOT,7,2025-06,158,0.19620253164556961,0.64666666666666661,0.31645569620253167,614,8.8347088243546565,0.26153846153846155,0,27.616686225128163,0.17582417582417584
DOT,7,2025-07,130,0.26153846153846155,0.65289256198347112,0.34615384615384615,611,6.9965672862712331,0.30379746835443039,0,32.585228468197215,0.23474178403755869
DOT,7,2025-08,158,0.30379746835443039,0.80645161290322576,0.24683544303797469,626,98.74228292540792,0.20863309352517986,0,39.570325289445179,0.35869565217391303
DOT,7,2025-09,139,0.20863309352517986,0.6074074074074074,0.15827338129496402,620,11.903098797582304,0.13291139240506328,0,28.354958610268376,0.19
DOT,7,2025-10,158,0.13291139240506328,0.61783439490445857,0.15822784810126583,606,19.077901708360407,0.21212121212121213,0,24.058556130394891,0.11846689895470383
DOT,7,2025-11,99,0.21212121212121213,0.68367346938775508,0.1111111111111111,622,4.9475359772423024,0.2857142857142857,0,27.122347084211835,0.17582417582417584
DOT,8,2022-01,75,0.14666666666666667,0.027397260273972601,0.040000000000000001,10,1.9894714506172839,0.26470588235294118,0,12.650443867976909,0.027397260273972601
DOT,8,2022-02,102,0.26470588235294118,0.25263157894736843,0.10784313725490197,26,2.9748777233115469,0.22689075630252101,0,23.963574920808533,0.11846689895470383
DOT,8,2022-03,119,0.22689075630252101,0.24107142857142858,0.10084033613445378,43,1.8831746195452879,0.31578947368421051,0,20.76592452112973,0.11846689895470383
DOT,8,2022-04,57,0.31578947368421051,0.41463414634146339,0.10526315789473684,45,9.1136417341820977,0.34246575342465752,0,30.511634954604578,0.19
DOT,8,2022-05,73,0.34246575342465752,0.31746031746031744,0.027397260273972601,45,8.7233204551382375,0.2988505747126437,0,31.677532399396114,0.23474178403755869
DOT,8,2022-06,87,0.2988505747126437,0.25,0.14942528735632185,52,4.9329487517580874,0.31764705882352939,0,27.63242173471588,0.17582417582417584
DOT,8,2022-07,85,0.31764705882352939,0.33823529411764708,0.094117647058823528,69,5.349533431997572,0.20000000000000001,0,29.580490063845573,0.19
DOT,8,2022-08,75,0.20000000000000001,0.47142857142857142,0.18666666666666668,67,3.9203715728715731,0.26000000000000001,0,20.935736939680279,0.11846689895470383
DOT,8,2022-09,50,0.26000000000000001,0.44,0.10000000000000001,70,5.171132105943153,0.29090909090909089,0,25.475084747504766,0.11846689895470383
DOT,8,2022-10,55,0.29090909090909089,0.34042553191489361,0.10909090909090909,74,9.8482171000788021,0.38775510204081631,1,28.652175317953098,0.19
DOT,8,2022-11,49,0.38775510204081631,0.5714285714285714,0.081632653061224483,78,16.420309000861327,0.20000000000000001,0,39.025833810683174,0.35869565217391303
DOT,8,2022-12,70,0.20000000000000001,0.52173913043478259,0.042857142857142858,78,6.9529089506172843,0.16049382716049382,0,21.307512193042445,0.11846689895470383
DOT,8,2023-01,81,0.16049382716049382,0.51898734177215189,0.049382716049382713,85,2.1750922418630756,0.073529411764705885,0,17.101882448232161,0.078378378378378383
DOT,8,2023-02,68,0.073529411764705885,0.67647058823529416,0.029411764705882353,85,6.240479048964219,0.15079365079365079,0,11.800893928079033,0.017391304347826087
DOT,8,2023-03,126,0.15079365079365079,0.47933884297520662,0.071428571428571425,95,5.4067394179894182,0.12962962962962962,0,17.113961937040372,0.078378378378378383
DOT,8,2023-04,54,0.12962962962962962,0.58490566037735847,0.1111111111111111,95,37.339391751949314,0.34693877551020408,1,19.859063213091467,0.11846689895470383
DOT,8,2023-05,49,0.34693877551020408,0.63265306122448983,0.16326530612244897,112,2.537271773726852,0.34482758620689657,0,33.528103052172668,0.23474178403755869
DOT,8,2023-06,58,0.34482758620689657,0.46551724137931033,0.13793103448275862,119,10.770382625272331,0.39583333333333331,1,34.432719925797358,0.3271604938271605
DOT,8,2023-07,48,0.39583333333333331,0.61702127659574468,0.27083333333333331,133,11.998226783769063,0.53648068669527893,1,40.376366704061141,0.35869565217391303
DOT,8,2023-08,233,0.53648068669527893,0.6506550218340611,0.047210300429184553,235,12.050481340118745,0.83333333333333337,1,51.773415253620939,0.65714285714285714
DOT,8,2023-09,96,0.83333333333333337,0.64210526315789473,0.125,230,31.132679111661165,0.43617021276595747,1,77.943775305833896,1
DOT,8,2023-10,94,0.43617021276595747,0.58241758241758246,0.10638297872340426,215,22.09149677200136,0.47826086956521741,1,45.620049486490593,0.57692307692307687
DOT,8,2023-11,69,0.47826086956521741,0.53731343283582089,0.2318840579710145,234,8.9177481481481475,0.3392857142857143,0,46.715521331836264,0.57692307692307687
DOT,8,2023-12,56,0.3392857142857143,0.5892857142857143,0.19642857142857142,228,37.507331802568693,0.24242424242424243,0,38.491889847405318,0.35869565217391303
DOT,8,2024-01,66,0.24242424242424243,0.5,0.060606060606060608,231,13.277036485890653,0.33333333333333331,0,27.812433005002237,0.18181818181818182
DOT,8,2024-02,57,0.33333333333333331,0.5714285714285714,0.12280701754385964,235,17.145688984975543,0.29906542056074764,0,36.717469794190812,0.3271604938271605
DOT,8,2024-03,107,0.29906542056074764,0.55238095238095242,0.18691588785046728,255,21.41879509897829,0.34328358208955223,0,35.328811358146098,0.3271604938271605
DOT,8,2024-04,67,0.34328358208955223,0.5625,0.22388059701492538,262,39.513806301004394,0.40000000000000002,1,39.175986417379796,0.35869565217391303
DOT,8,2024-05,100,0.40000000000000002,0.72164948453608246,0.20999999999999999,278,19.590420386904764,0.38144329896907214,1,44.27680275583932,0.57692307692307687
DOT,8,2024-06,97,0.38144329896907214,0.64130434782608692,0.26804123711340205,283,22.43322715378422,0.18390804597701149,0,43.066514027791577,0.5
DOT,8,2024-07,87,0.18390804597701149,0.6470588235294118,0.26436781609195403,272,12.419177768329554,0.27472527472527475,0,25.116125861274107,0.11846689895470383
DOT,8,2024-08,91,0.27472527472527475,0.6853932584269663,0.15384615384615385,280,6.0530432842481039,0.27272727272727271,0,30.588722903326769,0.19
DOT,8,2024-09,55,0.27272727272727271,0.59999999999999998,0.16363636363636364,277,24.307391243614305,0.15584415584415584,0,33.577006917810941,0.23474178403755869
DOT,8,2024-10,77,0.15584415584415584,0.67532467532467533,0.15584415584415584,277,4.3400880832130833,0.16666666666666666,0,20.597943998348054,0.11846689895470383
DOT,8,2024-11,48,0.16666666666666666,0.60416666666666663,0.125,282,31.654132751937983,0.18181818181818182,0,24.972908285361623,0.11846689895470383
DOT,8,2024-12,77,0.18181818181818182,0.54545454545454541,0.12987012987012986,278,18.753648119570187,0.22535211267605634,0,25.341311046803344,0.11846689895470383
DOT,8,2025-01,71,0.22535211267605634,0.58571428571428574,0.19718309859154928,287,24.800430854241338,0.33333333333333331,0,29.989468949194308,0.19
DOT,8,2025-02,78,0.33333333333333331,0.61038961038961037,0.38461538461538464,299,3.8060116792929293,0.24038461538461539,0,35.722539117283347,0.3271604938271605
DOT,8,2025-03,104,0.24038461538461539,0.62886597938144329,0.17307692307692307,308,9.1537384259259262,0.16666666666666666,0,28.690982818691882,0.19
DOT,8,2025-04,72,0.16666666666666666,0.7142857142857143,0.15277777777777779,295,18.496127859477124,0.21739130434782608,0,25.20700156946355,0.11846689895470383
DOT,8,2025-05,69,0.21739130434782608,0.64179104477611937,0.21739130434782608,303,19.573999506678806,0.24793388429752067,0,29.567291431162303,0.19
DOT,8,2025-06,121,0.24793388429752067,0.6339285714285714,0.17355371900826447,316,15.565116812414267,0.21686746987951808,0,30.935068344888286,0.23474178403755869
DOT,8,2025-07,83,0.21686746987951808,0.759493670886076,0.15662650602409639,277,114.64459661505768,0.27619047619047621,0,29.870653319309561,0.19
DOT,8,2025-08,105,0.27619047619047621,0.625,0.19047619047619047,281,6.02475717363403,0.38596491228070173,1,30.591001727345798,0.19
DOT,8,2025-09,57,0.38596491228070173,0.61403508771929827,0.26315789473684209,275,17.500504298941802,0.27272727272727271,0,42.351946433439792,0.46666666666666667
DOT,8,2025-10,110,0.27272727272727271,0.66666666666666663,0.19090909090909092,294,5.3254022944647943,0.32098765432098764,0,30.495825844584051,0.19
DOT,8,2025-11,81,0.32098765432098764,0.53749999999999998,0.16049382716049382,285,12.553987011316872,0.2558139534883721,0,35.18541640491032,0.3271604938271605
DOT,9,2022-01,78,0.23076923076923078,0.092105263157894732,0.11538461538461539,17,1.7557539392462638,0.22549019607843138,0,20.097726207400274,0.11846689895470383
DOT,9,2022-02,102,0.22549019607843138,0.31182795698924731,0.11764705882352941,32,3.2093588789682537,0.23584905660377359,0,21.2908905459322,0.11846689895470383
DOT,9,2022-03,106,0.23584905660377359,0.36666666666666664,0.10377358490566038,38,2.9429112413194445,0.25531914893617019,0,22.32463507013307,0.11846689895470383
DOT,9,2022-04,94,0.25531914893617019,0.27500000000000002,0.031914893617021274,44,5.0613458806818183,0.29245283018867924,0,23.633021450550803,0.11846689895470383
DOT,9,2022-05,106,0.29245283018867924,0.31111111111111112,0.056603773584905662,45,5.6382234358144556,0.25,0,27.055767735073037,0.17582417582417584
DOT,9,2022-06,76,0.25,0.30434782608695654,0.052631578947368418,44,7.9581889702202195,0.21428571428571427,0,24.147993066921604,0.11846689895470383
DOT,9,2022-07,42,0.21428571428571427,0.38461538461538464,0.023809523809523808,47,3.8108484686609687,0.16867469879518071,0,20.591818831068242,0.11846689895470383
DOT,9,2022-08,83,0.16867469879518071,0.37037037037037035,0.024096385542168676,48,9.2168143807870369,0.30508474576271188,0,18.17175374944615,0.078378378378378383
DOT,9,2022-09,59,0.30508474576271188,0.46296296296296297,0.13559322033898305,51,7.265465856481482,0.35365853658536583,1,29.671918642006766,0.19
DOT,9,2022-10,82,0.35365853658536583,0.57317073170731703,0.25609756097560976,67,10.927725487764549,0.081967213114754092,0,35.753772825014138,0.3271604938271605
DOT,9,2022-11,61,0.081967213114754092,0.60655737704918034,0.049180327868852458,67,3.9187627923976609,0.14285714285714285,0,11.480958191288344,0.017391304347826087
DOT,9,2022-12,35,0.14285714285714285,0.59999999999999998,0.028571428571428571,68,13.809648786717753,0.095744680851063829,0,18.583444497372092,0.078378378378378383
DOT,9,2023-01,94,0.095744680851063829,0.69148936170212771,0.042553191489361701,72,6.818620553118909,0.13861386138613863,0,13.718651657242438,0.078378378378378383
DOT,9,2023-02,101,0.13861386138613863,0.66000000000000003,0.039603960396039604,82,6.6678682484567897,0.12820512820512819,0,17.046223927289098,0.078378378378378383
DOT,9,2023-03,78,0.12820512820512819,0.64102564102564108,0.038461538461538464,89,1.7837892433449074,0.19736842105263158,0,15.023612558219899,0.078378378378378383
DOT,9,2023-04,76,0.19736842105263158,0.71999999999999997,0.052631578947368418,94,28.516523832070707,0.26315789473684209,0,25.6506062727006,0.11846689895470383
DOT,9,2023-05,57,0.26315789473684209,0.61403508771929827,0.035087719298245612,107,16.241027670111972,0.35483870967741937,1,29.303530031811203,0.19
DOT,9,2023-06,31,0.35483870967741937,0.33333333333333331,0.064516129032258063,102,8.803792759773664,0.27500000000000002,0,33.556597106906302,0.23474178403755869
DOT,9,2023-07,40,0.27500000000000002,0.53846153846153844,0.14999999999999999,109,14.008694584736251,0.625,1,29.936971870839702,0.19
DOT,9,2023-08,80,0.625,0.66249999999999998,0.0625,140,19.202640069916853,0.49206349206349204,1,59.686137871869704,0.92105263157894735
DOT,9,2023-09,63,0.49206349206349204,0.65079365079365081,0,130,13.008739377219685,0.31868131868131866,0,47.098343568293586,0.57692307692307687
DOT,9,2023-10,91,0.31868131868131866,0.73626373626373631,0.098901098901098897,160,31.395718351548268,0.30526315789473685,0,36.368919422245874,0.3271604938271605
DOT,9,2023-11,95,0.30526315789473685,0.68817204301075274,0.073684210526315783,159,10.353654082939322,0.3559322033898305,1,32.384951910985727,0.23474178403755869
DOT,9,2023-12,59,0.3559322033898305,0.69491525423728817,0.084745762711864403,158,15.061130208333333,0.23636363636363636,0,37.638438670226172,0.35869565217391303
DOT,9,2024-01,55,0.23636363636363636,0.58823529411764708,0.018181818181818181,154,14.972757768361582,0.16666666666666666,0,27.143236441413048,0.17582417582417584
DOT,9,2024-02,60,0.16666666666666666,0.65000000000000002,0.033333333333333333,154,14.452134837962962,0.25925925925925924,0,21.828036611848567,0.11846689895470383
DOT,9,2024-03,54,0.25925925925925924,0.53846153846153844,0.07407407407407407,147,58.348178316636314,0.20370370370370369,0,30.364014800310301,0.19
DOT,9,2024-04,54,0.20370370370370369,0.72549019607843135,0.037037037037037035,146,31.336710858585857,0.17647058823529413,0,26.658922058479497,0.1702127659574468
DOT,9,2024-05,68,0.17647058823529413,0.64615384615384619,0.073529411764705885,142,29.436705889917693,0.41791044776119401,1,24.223598462200094,0.11846689895470383
DOT,9,2024-06,67,0.41791044776119401,0.56060606060606055,0.22388059701492538,152,46.736595597790775,0.32307692307692309,0,43.968920980145626,0.57692307692307687
DOT,9,2024-07,65,0.32307692307692309,0.6875,0.16923076923076924,144,23.072118531202438,0.33333333333333331,0,36.658550125285295,0.3271604938271605
DOT,9,2024-08,60,0.33333333333333331,0.68333333333333335,0.18333333333333332,158,14.338905243558775,0.26666666666666666,0,36.093497925065904,0.3271604938271605
DOT,9,2024-09,60,0.26666666666666666,0.69491525423728817,0.10000000000000001,146,34.079220950704226,0.25,0,31.857890396551152,0.23474178403755869
DOT,9,2024-10,56,0.25,0.68518518518518523,0.17857142857142858,152,20.96230509259259,0.13846153846153847,0,30.926641470411798,0.23474178403755869
DOT,9,2024-11,65,0.13846153846153847,0.609375,0.076923076923076927,156,9.1289272161505757,0.17460317460317459,0,18.339426512234095,0.078378378378378383
DOT,9,2024-12,63,0.17460317460317459,0.62903225806451613,0.1111111111111111,149,10.057083333333333,0.28301886792452829,0,21.646803606637178,0.11846689895470383
DOT,9,2025-01,53,0.28301886792452829,0.65384615384615385,0.018867924528301886,152,12.486681944444445,0.34285714285714286,0,30.593586338758829,0.19
DOT,9,2025-02,35,0.34285714285714286,0.54285714285714282,0.20000000000000001,153,27.806888616557735,0.16326530612244897,0,37.767138933975708,0.35869565217391303
