seed,fold,floor_fraction,min_weight,test_auc,untuned_auc,hhi,largest_share,converged
41,1,0.8,0.16000000000000003,0.7549019607843137,0.7549019607843137,0.22380000000000003,0.28,True
41,1,0.95,0.19,0.7549019607843137,0.7549019607843137,0.22380000000000003,0.28,True
41,2,0.0,0.0,0.8491379310344828,0.8620689655172413,0.21975218366017585,0.2736766497701124,True
41,2,0.1,0.020000000000000004,0.8491379310344828,0.8620689655172413,0.21575313772575402,0.27057072186240033,True
41,2,0.25,0.05,0.8448275862068966,0.8620689655172413,0.2181865424169697,0.28739454269805265,True
41,2,0.4,0.08000000000000002,0.8620689655172413,0.8620689655172413,0.218247931316716,0.29795319608746845,True
41,2,0.6,0.12,0.8318965517241379,0.8620689655172413,0.20464959486365142,0.23893756832119087,True
41,2,0.8,0.16000000000000003,0.8318965517241379,0.8620689655172413,0.20131770802222032,0.22399071718271985,True
41,2,0.95,0.19,0.8189655172413792,0.8620689655172413,0.20006579429815302,0.20417781879860772,True
41,3,0.0,0.0,0.8447916666666666,0.8447916666666666,0.22353172725879597,0.2794218802733122,True
41,3,0.1,0.020000000000000004,0.8479166666666667,0.8447916666666666,0.22212537291933301,0.2802981565426669,True
41,3,0.25,0.05,0.8458333333333333,0.8447916666666666,0.21637918506653275,0.2763005641501913,True
41,3,0.4,0.08000000000000002,0.85,0.8447916666666666,0.2172178321454961,0.30712114755056624,True
41,3,0.6,0.12,0.8447916666666666,0.8447916666666666,0.22380000000000003,0.28,True
41,3,0.8,0.16000000000000003,0.8447916666666666,0.8447916666666666,0.22380000000000003,0.28,True
41,3,0.95,0.19,0.8447916666666666,0.8447916666666666,0.22380000000000003,0.28,True
41,4,0.0,0.0,0.937733499377335,0.9526774595267746,0.2592263052862714,0.39501928308646983,True
41,4,0.1,0.020000000000000004,0.9427148194271482,0.9526774595267746,0.2671670436006968,0.4255308319358665,True
41,4,0.25,0.05,0.937733499377335,0.9526774595267746,0.26601240333364506,0.42479667584882486,True
41,4,0.4,0.08000000000000002,0.9489414694894147,0.9526774595267746,0.25697014847185984,0.4046214059746139,True
41,4,0.6,0.12,0.937733499377335,0.9526774595267746,0.2945395748139644,0.47486440041217537,True
41,4,0.8,0.16000000000000003,0.9489414694894147,0.9526774595267746,0.20102072705110952,0.21671389066771832,True
41,4,0.95,0.19,0.9489414694894147,0.9526774595267746,0.20006579429815302,0.20417781879860772,True
53,0,0.0,0.0,0.7622549019607843,0.7622549019607843,0.22507056385546964,0.2880539435760991,True
53,0,0.1,0.020000000000000004,0.7622549019607843,0.7622549019607843,0.22096519582659582,0.27600141953312446,True
53,0,0.25,0.05,0.7671568627450981,0.7622549019607843,0.2547655788091312,0.3935790456245539,True
53,0,0.4,0.08000000000000002,0.7622549019607843,0.7622549019607843,0.22380000000000003,0.28,True
53,0,0.6,0.12,0.7769607843137255,0.7622549019607843,0.2134325850692697,0.2926137791319471,True
53,0,0.8,0.16000000000000003,0.7622549019607843,0.7622549019607843,0.22380000000000003,0.28,True
53,0,0.95,0.19,0.7622549019607843,0.7622549019607843,0.22380000000000003,0.28,True
53,1,0.0,0.0,0.9117647058823529,0.9166666666666666,0.21909400884466892,0.2942513667687934,True
53,1,0.1,0.020000000000000004,0.9068627450980392,0.9166666666666666,0.22009226406028262,0.30349904449798826,True
53,1,0.25,0.05,0.9068627450980392,0.9166666666666666,0.2193343443584679,0.3039832584216242,True
53,1,0.4,0.08000000000000002,0.9166666666666666,0.9166666666666666,0.20913890637362603,0.254447706813752,True
53,1,0.6,0.12,0.9166666666666666,0.9166666666666666,0.20449107901259447,0.24039948832015223,True
53,1,0.8,0.16000000000000003,0.9068627450980392,0.9166666666666666,0.2009526519206028,0.2158824011822272,True
53,1,0.95,0.19,0.9166666666666666,0.9166666666666666,0.22380000000000003,0.28,True
53,2,0.0,0.0,0.795339412360689,0.7983789260385005,0.22374591836609006,0.27353631413378815,True
53,2,0.1,0.020000000000000004,0.7922998986828773,0.7983789260385005,0.26992099326899344,0.42389639815319313,True
53,2,0.25,0.05,0.7933130699088146,0.7983789260385005,0.21183234645398666,0.2816061527706053,True
53,2,0.4,0.08000000000000002,0.7872340425531915,0.7983789260385005,0.2081018907904138,0.2424989138122072,True
53,2,0.6,0.12,0.7912867274569402,0.7983789260385005,0.20482342745149132,0.23982457736366744,True
