decisions,raw_accuracy,gated_accuracy,raw_aurc,gated_aurc,raw_argmax_infeasible_rate,truth_infeasible_rate,mean_permitted_size,unigram_fallback_rate,empty_feasible_rate,raw_accuracy_on_deviating,gated_accuracy_on_deviating,raw_accuracy_on_conforming,gated_accuracy_on_conforming,raw_coverage@0.01,gated_coverage@0.01,raw_coverage@0.02,gated_coverage@0.02,raw_coverage@0.05,gated_coverage@0.05,raw_coverage@0.1,gated_coverage@0.1,train_cases,test_cases,alphabet,municipality,train_municipality
43522.0,0.41257295161067964,0.413859657184872,0.3839920767602397,0.38374189398407066,0.010822112954367906,0.019875005744221314,233.81145167961031,0.0008960985248839667,0.0,0.024277456647398842,0.0,0.4204468199826523,0.4222519164498207,9.190754101374018e-05,9.190754101374018e-05,9.190754101374018e-05,9.190754101374018e-05,9.190754101374018e-05,9.190754101374018e-05,9.190754101374018e-05,9.190754101374018e-05,1199.0,832.0,398.0,2.0,1.0
58272.0,0.4825988467874794,0.48266749038989565,0.30765970255286457,0.30718162943840055,0.004753569467325645,0.007722405271828665,215.22672981878088,0.00010296540362438221,0.0,0.03777777777777778,0.0,0.48606066894953476,0.4864238525128844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,832.0,1409.0,410.0,3.0,2.0
46240.0,0.42502162629757784,0.4256271626297578,0.3790695984492255,0.37810240924875455,0.006012110726643599,0.010423875432525952,203.93142301038063,4.325259515570934e-05,0.0,0.043568464730290454,0.0,0.42903973075746316,0.43011058175619565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1409.0,1053.0,383.0,4.0,3.0
57927.0,0.4316467277780655,0.4322681996305695,0.37353412803378233,0.37164274267324854,0.002641255373142058,0.012463963264108275,207.17801715952837,0.0,0.0,0.004155124653739612,0.0,0.43704221658945897,0.437723975176995,6.905242805600152e-05,6.905242805600152e-05,6.905242805600152e-05,6.905242805600152e-05,6.905242805600152e-05,6.905242805600152e-05,6.905242805600152e-05,6.905242805600152e-05,1053.0,1156.0,356.0,5.0,4.0
51018.0,0.4456466345211494,0.44578384099729507,0.3379981039723787,0.34161270327776433,0.0071151358344113845,0.01793484652475597,202.38662824885336,9.800462581833863e-05,0.0,0.030601092896174863,0.0,0.4532263537113546,0.4539249146757679,1.9600925163667727e-05,1.9600925163667727e-05,1.9600925163667727e-05,1.9600925163667727e-05,1.9600925163667727e-05,1.9600925163667727e-05,1.9600925163667727e-05,1.9600925163667727e-05,1156.0,1199.0,389.0,1.0,5.0
